id,customer_id,product_id,quantity,unit_price,total_amount,status,payment_method,timestamp,ip_address,user_agent,session_id,discount_applied,tax_amount,shipping_cost
477,134,452,2,275.89,589.56,completed,google_pay,2025-05-05T18:05:44.302639,192.168.129.36,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/533.10.4 (KHTML, like Gecko) Version/5.0 Safari/533.10.4",sess_3579ea62,39.12,76.9,0
478,153,493,1,2840.56,2833.46,completed,apple_pay,2025-06-02T13:33:22.302639,10.207.226.13,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/11.2b6570.0 Mobile/59Z975 Safari/533.2",sess_b9579a72,142.03,134.93,0
479,653,498,1,369.13,387.59,completed,credit_card,2025-05-23T12:29:01.302639,172.29.224.83,"Mozilla/5.0 (Linux; Android 7.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/52.0.865.0 Safari/532.1",sess_53f1dda7,0,18.46,0
480,563,60,2,1021.31,2144.75,failed,bank_transfer,2025-05-09T06:40:20.302639,172.27.148.0,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/3.0),sess_7f29a69e,0,102.13,0
481,33,238,2,1089.25,2173.05,completed,apple_pay,2025-06-02T18:16:27.302639,172.29.18.197,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1 rv:6.0; ro-RO) AppleWebKit/531.48.3 (KHTML, like Gecko) Version/5.0.4 Safari/531.48.3",sess_d248da85,108.93,103.48,0
482,878,465,1,3430.14,3421.56,refunded,credit_card,2025-05-16T15:47:59.302639,10.207.198.110,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/11.0p2467.0 Mobile/08H703 Safari/533.0",sess_7ed7a9ea,171.51,162.93,0
483,12,255,2,730.42,1577.71,completed,paypal,2025-05-27T05:52:49.302639,10.173.111.178,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.1),sess_421b1f6a,0,116.87,0
484,140,226,1,2368.42,2557.89,completed,bank_transfer,05/22/2025 15:52:01,10.47.127.15,Opera/9.73.(X11; Linux i686; uz-UZ) Presto/2.9.161 Version/10.00,sess_55a54a4a,0,189.47,0
485,988,375,1,1965.17,2122.38,completed,apple_pay,2025-05-27T13:22:35.302639,192.168.112.68,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/3.1),sess_0f134247,0,157.21,0
486,681,423,1,273.45,272.77,completed,paypal,2025-05-22T05:28:00.302639,172.26.201.253,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/13.5z2564.0 Mobile/93Z411 Safari/532.1",sess_df157669,13.67,12.99,0
487,157,439,1,102.21,117.54,completed,apple_pay,2025-05-06T12:28:56.302639,192.168.72.81,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/3.0),sess_ceb09fbc,0,15.33,0
488,850,42,2,20399.54,44573.0,completed,bank_transfer,2025-06-02T12:40:13.302639,192.168.79.108,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.1),sess_b41e70e8,2039.95,5813.87,0
489,309,499,1,721.37,719.57,completed,paypal,2025-05-24T07:55:17.302639,10.251.58.119,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_0; rv:1.9.3.20) Gecko/8286-10-29 18:39:40.836914 Firefox/3.8,sess_0272a0f7,36.07,34.27,0
490,104,45,1,1183.58,1278.27,completed,apple_pay,2025-05-15T21:47:48.302639,192.168.182.33,Opera/9.14.(X11; Linux x86_64; kk-KZ) Presto/2.9.167 Version/11.00,sess_fedd4ac4,0,94.69,0
491,271,420,1,1432.13,1360.52,completed,apple_pay,2025-05-31T18:42:45.302639,10.211.192.189,Mozilla/5.0 (Windows 95; hr-HR; rv:1.9.1.20) Gecko/9628-08-03 19:55:01.077026 Firefox/3.8,sess_f990f46f,71.61,0.0,0
492,440,120,1,303.87,295.36,completed,apple_pay,2025-05-13T14:37:50.302639,192.168.154.242,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/3.1),sess_29e207c2,30.39,21.88,0
493,430,275,1,903.17,943.81,completed,credit_card,2025-05-22T12:16:55.302639,192.168.249.72,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; fur-IT) AppleWebKit/532.9.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6532.9.6",sess_e881e2c8,45.16,85.8,0
494,380,160,1,491.89,478.12,completed,credit_card,2025-06-01T11:51:46.302639,10.229.235.55,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/54.0.811.0 Safari/531.1",sess_2f8eb2bb,49.19,35.42,0
495,5,422,4,237.7,950.8,completed,apple_pay,2025-05-12T14:46:41.302639,10.84.156.53,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/5.1),sess_f4fd872d,0,0.0,0
496,848,304,2,541.73,1083.46,completed,apple_pay,2025-06-01T13:05:51.302639,10.106.231.216,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/5.1),sess_5214c4d0,0,0.0,0
497,690,383,1,1398.67,1608.47,completed,bank_transfer,05/21/2025 04:02:49,10.96.9.133,Mozilla/5.0 (Windows NT 4.0; wa-BE; rv:1.9.0.20) Gecko/7827-02-11 13:09:20.927246 Firefox/3.6.16,sess_78c3d137,0,209.8,0
498,733,316,5,540.51,3107.93,completed,credit_card,2025-05-26T12:06:37.302639,172.24.16.201,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.1),sess_c24634e5,0,405.38,0
499,114,106,5,80.1,432.54,completed,paypal,2025-05-18T17:10:45.302639,10.35.251.3,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_5; rv:1.9.3.20) Gecko/7894-09-12 11:20:50.346252 Firefox/3.8,sess_dfee5f3d,0,32.04,0
500,483,71,2,64.51,140.95,completed,credit_card,2025-05-10T12:03:45.302639,192.168.245.86,"Mozilla/5.0 (Windows 95) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/47.0.848.0 Safari/531.1",sess_9d50271a,6.45,18.39,0
501,482,500,3,617.78,1946.01,completed,google_pay,2025-05-13T04:38:56.302639,10.219.218.216,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.18.5 (KHTML, like Gecko) Version/5.0.4 Safari/533.18.5",sess_166c0589,0,92.67,0
502,858,117,1,478.18,549.91,refunded,apple_pay,2025-05-07T16:06:57.302639,172.17.210.124,Opera/9.33.(X11; Linux x86_64; eu-FR) Presto/2.9.179 Version/10.00,sess_0a2fd3bb,0,71.73,0
503,477,444,2,3102.76,5712.08,completed,google_pay,2025-05-28T08:51:49.302639,192.168.207.65,Opera/9.11.(Windows NT 5.1; doi-IN) Presto/2.9.185 Version/10.00,sess_09895a27,916.55,423.12,0
504,994,309,1,542.34,585.73,completed,bank_transfer,2025-05-07T09:29:16.302639,10.145.138.7,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_7) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/45.0.842.0 Safari/534.1",sess_e9107e52,0,43.39,0
505,122,126,1,207.29,223.87,completed,credit_card,2025-05-12T07:47:56.302639,172.28.239.185,Opera/8.66.(Windows 95; wae-CH) Presto/2.9.187 Version/11.00,sess_efe8ed94,0,16.58,0
506,70,246,1,1131.91,1222.46,completed,apple_pay,2025-06-02T10:52:41.302639,172.17.64.191,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_0; rv:1.9.5.20) Gecko/5276-07-14 03:31:23.515610 Firefox/5.0,sess_89ee7ca5,0,90.55,0
507,537,114,1,963.72,1040.82,completed,bank_transfer,2025-05-18T16:04:14.302639,172.30.21.229,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/5.1),sess_3a38a29d,0,77.1,0
508,235,24,1,920.82,920.82,completed,apple_pay,2025-05-22T12:30:46.302639,172.16.43.10,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.34.5 (KHTML, like Gecko) Version/4.0.5 Safari/535.34.5",sess_b5a51112,0,0.0,0
509,668,480,2,700.91,1513.97,completed,credit_card,2025-05-17T08:05:05.302639,10.33.244.232,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/4579-01-27 21:57:38.092163 Firefox/3.6.11,sess_05c674db,0,112.15,0
510,503,259,1,3351.47,3686.62,completed,paypal,2025-05-07T19:07:20.302639,172.23.130.153,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4; rv:1.9.3.20) Gecko/9460-11-05 21:58:27.197144 Firefox/3.8,sess_8c5c913a,0,335.15,0
511,928,230,4,210.16,840.64,completed,google_pay,2025-05-30T19:14:37.302639,192.168.104.156,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9 rv:4.0; nn-NO) AppleWebKit/534.19.4 (KHTML, like Gecko) Version/4.0.1 Safari/534.19.4",sess_9c4ee68e,0,0.0,0
512,47,391,2,471.76,1030.8,failed,paypal,2025-05-20T18:10:14.302639,192.168.112.192,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ja-JP) AppleWebKit/531.27.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.27.6",sess_7faef1da,47.18,134.45,0
513,863,190,2,152.67,335.87,pending,paypal,2025-05-20T09:09:02.302639,10.17.209.149,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8945-05-20 01:57:30.874695 Firefox/3.8,sess_f0a6df72,0,30.53,0
514,371,197,3,397.27,1310.99,completed,paypal,2025-05-17T12:41:48.302639,10.119.217.32,Opera/8.87.(Windows NT 11.0; tt-RU) Presto/2.9.185 Version/11.00,sess_67195825,0,119.18,0
515,795,96,1,3361.68,3361.68,completed,apple_pay,2025-05-08T23:19:32.302639,10.180.176.41,Opera/8.97.(X11; Linux i686; yi-US) Presto/2.9.166 Version/10.00,sess_d37410c5,0,0.0,0
516,749,351,1,229.95,252.94,completed,apple_pay,2025-05-29T16:35:33.302639,10.94.183.23,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/5.0),sess_e7b30057,0,23.0,0
517,700,106,1,80.1,107.97,completed,google_pay,2025-05-28T01:46:35.302639,10.48.65.10,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/5.0),sess_2918d4eb,0,4.0,23.86
518,740,259,1,3351.47,3686.62,completed,bank_transfer,2025-05-06T05:42:44.302639,172.18.78.171,Opera/8.41.(X11; Linux x86_64; si-LK) Presto/2.9.165 Version/12.00,sess_eff82887,0,335.15,0
519,327,190,2,152.67,313.28,completed,google_pay,2025-06-03T12:22:50.302639,172.20.171.156,Mozilla/5.0 (Windows 98; Win 9x 4.90; bn-IN; rv:1.9.0.20) Gecko/7984-10-09 12:47:05.008453 Firefox/3.6.16,sess_fe384ba3,15.27,23.21,0
520,906,306,1,458.28,478.9,completed,paypal,2025-05-04T20:16:49.302639,172.26.74.167,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.0),sess_c1ab3ce3,22.91,43.54,0
521,475,256,1,584.53,613.76,completed,bank_transfer,2025-05-21T13:54:04.302639,10.138.119.214,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.0),sess_d07550e6,0,29.23,0
522,881,207,2,1093.03,2295.36,completed,credit_card,2025-05-29T03:03:45.302639,172.30.223.13,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/53.0.828.0 Safari/535.0",sess_3130c055,0,109.3,0
523,124,496,1,579.77,605.86,completed,credit_card,2025-05-29T06:03:49.302639,192.168.46.185,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_2_2 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/11.1c3016.0 Mobile/99P308 Safari/533.2",sess_78bc4f25,28.99,55.08,0
524,239,17,1,3955.2,4350.72,refunded,paypal,2025-05-04T14:37:00.302639,172.31.7.97,Opera/8.65.(X11; Linux i686; fur-IT) Presto/2.9.178 Version/10.00,sess_980e7649,0,395.52,0
525,583,407,1,597.51,537.76,completed,credit_card,2025-05-06T17:17:11.302639,10.155.156.254,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_1 rv:5.0; shs-CA) AppleWebKit/532.24.3 (KHTML, like Gecko) Version/5.0 Safari/532.24.3",sess_b0c924a9,59.75,0.0,0
526,905,455,2,793.47,1586.94,completed,google_pay,2025-05-22T11:59:12.302639,172.20.225.250,Mozilla/5.0 (Android 1.5; Mobile; rv:19.0) Gecko/19.0 Firefox/19.0,sess_1c3d4db4,0,0.0,0
527,833,94,1,416.5,478.98,completed,bank_transfer,2025-05-27T16:54:07.302639,10.227.174.109,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0; rv:1.9.5.20) Gecko/7938-03-23 19:21:09.756042 Firefox/15.0,sess_365190c7,0,62.47,0
528,553,114,5,963.72,4577.67,completed,credit_card,2025-05-11T22:25:48.302639,172.29.238.112,Opera/9.98.(Windows NT 6.1; sid-ET) Presto/2.9.161 Version/10.00,sess_26e1582f,240.93,0.0,0
529,112,358,2,134.51,295.92,flagged,credit_card,2025-05-12T08:10:48.302639,192.0.2.1,curl/7.68.0,sess_f203477e,0,26.9,0
530,306,500,2,617.78,1235.56,completed,paypal,2025-05-30T12:53:27.302639,192.168.20.66,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_8 rv:6.0; bem-ZM) AppleWebKit/533.24.4 (KHTML, like Gecko) Version/4.0 Safari/533.24.4",sess_f2531578,0,0.0,0
531,211,302,1,1202.21,1313.41,pending,google_pay,2025-05-11T09:40:37.302639,10.90.59.248,"Mozilla/5.0 (Linux; Android 3.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/57.0.863.0 Safari/531.2",sess_f7491a01,60.11,171.31,0
532,429,384,1,471.91,519.1,completed,credit_card,2025-05-07T17:55:01.302639,172.20.215.215,Opera/9.70.(Windows NT 4.0; is-IS) Presto/2.9.189 Version/10.00,sess_74192c56,0,47.19,0
533,46,96,1,3361.68,3630.61,completed,google_pay,2025-05-06T13:52:15.302639,10.119.60.5,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_8 rv:2.0; kw-GB) AppleWebKit/532.23.2 (KHTML, like Gecko) Version/5.1 Safari/532.23.2",sess_afb7654a,0,268.93,0
534,957,127,1,1517.03,1515.24,completed,apple_pay,2025-06-01T14:02:09.302639,172.23.205.107,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/23.0.824.0 Mobile/40U743 Safari/536.2",sess_e6e12bb7,114.03,112.24,0
535,232,173,1,47901.59,47901.59,completed,credit_card,2025-05-27T17:54:25.302639,203.0.113.1,curl/7.68.0,sess_b0337079,0,0.0,0
536,920,304,1,541.73,508.65,completed,credit_card,2025-05-16T11:47:47.302639,10.6.113.148,"Mozilla/5.0 (Linux; Android 4.4.2) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/62.0.833.0 Safari/536.1",sess_22364d55,70.76,37.68,0
537,879,30,1,3987.54,4585.67,completed,credit_card,2025-05-22T20:20:58.302639,192.168.111.175,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/533.49.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.49.1",sess_53a0188a,0,598.13,0
538,78,247,1,31662.03,34194.99,completed,paypal,2025-05-29T13:04:58.302639,10.168.64.163,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/61.0.895.0 Safari/535.1",sess_0f1a689f,0,2532.96,0
539,816,51,1,172.0,189.2,completed,bank_transfer,2025-06-01T07:44:14.302639,172.21.43.207,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_9 rv:4.0; quz-PE) AppleWebKit/535.34.5 (KHTML, like Gecko) Version/5.0.5 Safari/535.34.5",sess_222321c3,0,17.2,0
540,684,437,1,205.32,214.56,pending,credit_card,2025-05-26T15:24:06.302639,10.26.200.251,"Mozilla/5.0 (Windows NT 11.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/21.0.867.0 Safari/534.0",sess_7d14ddd0,10.27,19.51,0
541,235,14,1,453.32,521.32,completed,apple_pay,2025-05-06T17:17:20.302639,192.168.122.165,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.17.7 (KHTML, like Gecko) Version/4.0 Safari/531.17.7",sess_945ea0d7,0,68.0,0
542,364,6,1,692.27,726.88,completed,paypal,2025-05-31T10:37:40.302639,192.168.51.11,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/45.0.854.0 Mobile/27F136 Safari/535.0",sess_11695c9a,0,34.61,0
543,144,134,1,429.19,428.12,completed,bank_transfer,2025-05-23T18:44:47.302639,192.168.15.121,Opera/9.73.(Windows NT 6.0; kl-GL) Presto/2.9.182 Version/12.00,sess_16b67e61,21.46,20.39,0
544,692,165,2,605.88,1211.76,failed,credit_card,2025-05-16T19:11:47.302639,172.24.48.63,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.0),sess_f08a71e1,0,0.0,0
545,493,196,3,508.91,1442.76,completed,credit_card,2025-05-04T09:13:56.302639,172.25.228.103,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/15.0.887.0 Safari/533.0",sess_aadd2a6f,152.67,68.7,0
546,59,85,1,294.92,318.51,completed,google_pay,2025-05-04T23:27:17.302639,10.153.216.110,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.1),sess_92e6ada8,0,23.59,0
547,555,88,3,1314.01,4336.23,completed,google_pay,2025-05-30T07:25:50.302639,192.168.225.165,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ckb-IQ) AppleWebKit/531.42.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6531.42.6",sess_ef5832c9,0,394.2,0
548,947,111,3,1127.94,3471.8,completed,apple_pay,2025-05-11T08:23:05.302639,172.18.6.81,Mozilla/5.0 (Windows NT 5.2; gl-ES; rv:1.9.1.20) Gecko/8056-10-03 05:24:18.102112 Firefox/12.0,sess_91a986a0,169.19,257.17,0
549,179,374,2,301.2,629.51,completed,bank_transfer,2025-05-29T08:48:56.302639,172.25.177.29,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_2; rv:1.9.2.20) Gecko/3379-07-02 18:08:20.072144 Firefox/3.6.16,sess_0275734b,30.12,57.23,0
550,93,436,4,504.69,2119.7,completed,paypal,2025-05-05T19:17:05.302639,172.25.121.219,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/533.4.1 (KHTML, like Gecko) Version/5.1 Safari/533.4.1",sess_39e77b6d,0,100.94,0
551,852,356,1,2081.53,2289.68,completed,paypal,2025-06-03T14:16:58.302639,10.152.96.154,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.0),sess_1db6e10f,0,208.15,0
552,663,21,1,2812.82,2812.82,completed,paypal,06/02/2025 07:47:48,192.168.68.241,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/46.0.897.0 Safari/535.1",sess_85074b6d,0,0.0,0
553,96,45,4,1183.58,4734.32,completed,bank_transfer,2025-05-12T11:02:26.302639,10.72.3.246,Opera/8.69.(X11; Linux i686; cv-RU) Presto/2.9.171 Version/10.00,sess_73916a61,0,0.0,0
554,946,351,2,229.95,436.9,completed,apple_pay,2025-05-19T14:27:55.302639,172.18.111.242,Opera/9.49.(X11; Linux i686; ln-CD) Presto/2.9.166 Version/11.00,sess_fd743b5e,23.0,0.0,0
555,475,89,1,225.79,248.37,completed,bank_transfer,2025-05-08T05:27:42.302639,192.168.3.107,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_6) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/34.0.879.0 Safari/532.0",sess_cd791619,0,22.58,0
556,641,406,2,1113.46,2284.82,completed,google_pay,2025-05-12T19:05:27.302639,172.22.143.9,"Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/27.0.817.0 Safari/533.0",sess_4beb8352,111.35,169.25,0
557,746,236,1,1202.69,1190.66,completed,apple_pay,2025-05-13T17:57:24.302639,10.248.237.178,Opera/8.53.(X11; Linux i686; tl-PH) Presto/2.9.164 Version/10.00,sess_4e9d3338,120.27,108.24,0
558,241,150,1,621.76,671.5,completed,bank_transfer,2025-05-06T12:27:51.302639,10.182.108.167,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0),sess_3aa89914,0,49.74,0
559,635,316,1,540.51,539.16,completed,paypal,2025-05-25T22:44:11.302639,172.27.5.220,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0),sess_a3d65474,27.03,25.67,0
560,225,138,1,215.96,226.76,refunded,google_pay,2025-05-18T11:52:24.302639,172.23.242.150,"Mozilla/5.0 (iPhone; CPU iPhone OS 2_2_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/15.3r2288.0 Mobile/12V370 Safari/532.0",sess_7ee493e1,0,10.8,0
561,764,116,1,281.0,280.3,completed,apple_pay,2025-05-21T23:35:36.302639,172.30.200.140,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/3.1),sess_7bfe7c24,14.05,13.35,0
562,4,305,1,100.18,109.45,completed,paypal,2025-05-07T14:21:40.302639,172.28.230.67,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.1),sess_dac79bf8,5.01,14.28,0
563,605,309,1,542.34,623.69,completed,credit_card,2025-05-10T14:14:30.302639,192.168.86.171,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; tg-TJ) AppleWebKit/531.47.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6531.47.3",sess_89f5d740,0,81.35,0
564,301,114,1,963.72,1052.86,completed,paypal,2025-05-26T07:17:13.302639,10.153.76.56,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.1),sess_32ed61df,48.19,137.33,0
565,900,213,1,3020.92,3156.86,completed,credit_card,2025-05-07T19:29:08.302639,172.16.197.184,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/3.0),sess_c5e9f0d9,151.05,286.99,0
566,658,452,2,275.89,634.55,completed,credit_card,2025-05-11T11:38:36.302639,10.146.165.40,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/40.0.867.0 Mobile/92H770 Safari/531.1",sess_97028b92,0,82.77,0
567,316,172,1,483.45,555.97,completed,bank_transfer,2025-05-22T07:01:18.302639,192.168.15.97,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/61.0.833.0 Safari/531.0",sess_79652bc7,0,72.52,0
568,455,137,4,450.24,1800.96,completed,credit_card,05/22/2025 00:30:41,192.0.2.1,curl/7.68.0,sess_247e964d,0,0.0,0
569,879,244,1,3400.56,3400.56,completed,credit_card,2025-05-15T13:01:49.302639,192.168.120.43,Opera/9.66.(Windows NT 5.01; el-GR) Presto/2.9.160 Version/12.00,sess_ecebbaea,0,0.0,0
570,847,24,1,920.82,1058.94,completed,paypal,2025-05-21T13:13:19.302639,192.168.236.148,"Mozilla/5.0 (iPad; CPU iPad OS 8_4_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/15.6l2539.0 Mobile/58Q521 Safari/535.2",sess_38bd727a,0,138.12,0
571,25,380,3,3450.35,11179.13,completed,bank_transfer,2025-05-07T15:01:54.302639,172.22.186.191,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/13.0.808.0 Safari/533.0",sess_4f418852,0,828.08,0
572,575,217,2,486.91,1119.89,completed,google_pay,2025-05-07T19:25:43.302639,172.30.178.62,"Mozilla/5.0 (Linux; Android 6.0.1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/56.0.837.0 Safari/531.1",sess_7cc5d9e7,0,146.07,0
573,592,477,2,1244.35,2600.69,completed,bank_transfer,2025-05-28T05:51:37.302639,192.168.202.20,Opera/9.98.(Windows NT 5.2; brx-IN) Presto/2.9.169 Version/10.00,sess_db6ba737,124.44,236.43,0
574,164,252,1,2609.69,2466.16,completed,apple_pay,2025-05-21T15:44:20.302639,172.28.42.52,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1; rv:1.9.6.20) Gecko/5268-12-30 15:57:53.569473 Firefox/3.8,sess_f60e2f14,260.97,117.44,0
575,547,217,3,486.91,1419.83,pending,bank_transfer,2025-05-15T08:16:10.302639,10.72.18.2,Opera/9.97.(X11; Linux i686; tn-ZA) Presto/2.9.172 Version/10.00,sess_b507444f,146.07,105.17,0
576,681,121,5,218.39,1037.35,completed,paypal,2025-05-13T18:49:15.302639,172.31.6.214,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_6 rv:3.0; en-SG) AppleWebKit/532.13.5 (KHTML, like Gecko) Version/5.0 Safari/532.13.5",sess_316728e5,54.6,0.0,0
577,626,215,1,1344.1,1404.58,refunded,credit_card,2025-05-15T17:11:04.302639,192.168.230.198,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; an-ES) AppleWebKit/533.6.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6533.6.3",sess_c4ef6b6b,67.2,127.69,0
578,1000,119,1,35.94,56.99,completed,google_pay,05/27/2025 13:51:03,192.168.237.172,Opera/9.84.(Windows 98; kw-GB) Presto/2.9.177 Version/12.00,sess_7a4ad14d,0,2.88,18.17
579,469,441,1,1536.98,1606.14,completed,apple_pay,2025-05-14T15:24:41.302639,10.155.91.107,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/43.0.854.0 Safari/531.2",sess_74ae27f0,76.85,146.01,0
580,944,27,1,475.58,513.63,completed,apple_pay,2025-06-18T17:02:21.368978,10.23.102.159,Opera/8.15.(X11; Linux x86_64; ne-NP) Presto/2.9.160 Version/10.00,sess_30ccebd3,0,38.05,0
581,118,244,1,3400.56,3570.59,completed,credit_card,2025-05-21T12:40:19.302639,192.168.120.189,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/534.17.1 (KHTML, like Gecko) Version/5.0 Safari/534.17.1",sess_af3573af,0,170.03,0
582,68,233,1,2482.46,2730.71,flagged,bank_transfer,2025-05-17T17:11:41.302639,192.0.2.1,Python/3.8,sess_e6f52b23,0,248.25,0
583,469,76,1,634.67,693.38,completed,apple_pay,2025-05-04T12:21:36.302639,172.16.7.165,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/535.30.7 (KHTML, like Gecko) Version/5.1 Safari/535.30.7",sess_04f26197,31.73,90.44,0
584,702,58,2,319.36,702.59,completed,credit_card,2025-05-07T10:07:10.302639,192.168.98.27,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.0),sess_09023fcd,0,63.87,0
